site,cell,PHASE,technology,2G status,3G status,ZTE CLUSTER SEQUENCE,VENDOR,AZIMUTH,LAT,LONG
FSD3203,FSD3203C,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,300,73.11764,31.41992
FSD3311,FSD3311A,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,60,73.11443,31.41533
FSD7957,FSD7957B,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,180,73.10933,31.41765
FSD7957,FSD7957C,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,300,73.10933,31.41765
FSD3311,FSD3311B,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,190,73.11443,31.41533
FSD3311,FSD3311C,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,300,73.11443,31.41533
FSD7957,FSD7957A,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,60,73.10933,31.41765
FSD0500,FSD0500A,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,0,73.117666,31.410782
FSD0417,FSD0417C,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,300,73.0934,31.4296
FSD3723,FSD3723A,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,60,73.09138,31.42529
FSD3723,FSD3723B,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,180,73.09138,31.42529
FSD3723,FSD3723C,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,300,73.09138,31.42529
FSD0417,FSD0417A,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,60,73.0934,31.4296
FSD0417,FSD0417B,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,180,73.0934,31.4296
FSD8091,FSD8091A,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,130,73.08617,31.41747
FSD3731,FSD3731A,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,80,73.09225,31.415
FSD3731,FSD3731C,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,340,73.09225,31.415
FSD3732,FSD3732A,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,70,73.0854,31.415
FSD3731,FSD3731B,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,220,73.09225,31.415
FSD3732,FSD3732B,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,160,73.0854,31.415
FSD3082,FSD3082B,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,180,73.08748,31.40957
FSD3082,FSD3082C,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,290,73.08748,31.40957
FSD3082,FSD3082A,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,60,73.08748,31.40957
FSD7644,FSD7644B,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,180,73.09863,31.43373
FSD7644,FSD7644A,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,60,73.09863,31.43373
FSD7644,FSD7644C,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,290,73.09863,31.43373
FSD3724,FSD3724A,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,60,73.0892,31.4203
FSD3724,FSD3724B,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,180,73.0892,31.4203
FSD3724,FSD3724C,Phase-3,2G + 3G,On Air,On-air,P3_CL_15_Peoples Colony,ericsson,300,73.0892,31.4203
RUR1561,RUR1561B,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,110,71.70985,30.36084
RUR1561,RUR1561A,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,0,71.70985,30.36084
RUR1561,RUR1561C,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,240,71.70985,30.36084
HWY4453,HWY4453A,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,20,71.7724,30.3449
HWY4453,HWY4453B,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,140,71.7724,30.3449
HWY4453,HWY4453C,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,240,71.7724,30.3449
HWY7492,HWY7492B,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,220,71.7721,30.35144
HWY7492,HWY7492A,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,70,71.7721,30.35144
HWY7492,HWY7492C,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,320,71.7721,30.35144
HWY1012,HWY1012B,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,140,71.60571,30.25808
HWY4452,HWY4452B,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,140,71.6188,30.2649
HWY4452,HWY4452A,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,50,71.6188,30.2649
HWY4452,HWY4452C,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,260,71.6188,30.2649
HWY1012,HWY1012A,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,60,71.60571,30.25808
HWY1012,HWY1012C,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,240,71.60571,30.25808
HWY1012,HWY1012D,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_16_QadirPur Ran,ericsson,310,71.60571,30.25808
LTF8477,LTF8477C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,310,71.59174,30.32289
LTF8477,LTF8477A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,70,71.59174,30.32289
LTF8477,LTF8477B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,170,71.59174,30.32289
MUL7420,MUL7420C,Phase-3,2G + 3G,On Air,On-air,P3_CL_16_QadirPur Ran,ericsson,310,71.54826,30.22415
MUL0713,MUL0713A,Phase-3,2G + 3G,On Air,On-air,P3_CL_16_QadirPur Ran,ericsson,60,71.5352,30.2203
MUL0713,MUL0713B,Phase-3,2G + 3G,On Air,On-air,P3_CL_16_QadirPur Ran,ericsson,170,71.5352,30.2203
MUL0713,MUL0713C,Phase-3,2G + 3G,On Air,On-air,P3_CL_16_QadirPur Ran,ericsson,300,71.5352,30.2203
MUL7420,MUL7420B,Phase-3,2G + 3G,On Air,On-air,P3_CL_16_QadirPur Ran,ericsson,170,71.54826,30.22415
MUL7420,MUL7420A,Phase-3,2G + 3G,On Air,On-air,P3_CL_16_QadirPur Ran,ericsson,60,71.54826,30.22415
HWY7968,HWY7968A,Phase-3,#N/A,#N/A,#N/A,P3_CL_16_QadirPur Ran,ericsson,50,71.57364,30.23825
HWY7780,HWY7780A,Phase-3,#N/A,#N/A,#N/A,P3_CL_16_QadirPur Ran,ericsson,70,71.56465,30.22128
HWY7780,HWY7780B,Phase-3,#N/A,#N/A,#N/A,P3_CL_16_QadirPur Ran,ericsson,180,71.56465,30.22128
HWY7780,HWY7780C,Phase-3,#N/A,#N/A,#N/A,P3_CL_16_QadirPur Ran,ericsson,325,71.56465,30.22128
HWY7968,HWY7968B,Phase-3,#N/A,#N/A,#N/A,P3_CL_16_QadirPur Ran,ericsson,140,71.57364,30.23825
HWY7968,HWY7968C,Phase-3,#N/A,#N/A,#N/A,P3_CL_16_QadirPur Ran,ericsson,220,71.57364,30.23825
HWY7968,HWY7968D,Phase-3,#N/A,#N/A,#N/A,P3_CL_16_QadirPur Ran,ericsson,290,71.57364,30.23825
RUR2244,RUR2244A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,40,71.59816,30.21904
RUR2244,RUR2244B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,190,71.59816,30.21904
RUR2244,RUR2244C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,260,71.59816,30.21904
RUR3634,RUR3634A,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,130,71.79036111,30.18655556
RUR3634,RUR3634B,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,265,71.79036111,30.18655556
RUR3634,RUR3634C,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,0,71.79036111,30.18655556
QRW2003,QRW2003A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,60,71.67539,30.2946
HWY1311,HWY1311A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,15,71.6612,30.25936
HWY1311,HWY1311C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,230,71.6612,30.25936
HWY1311,HWY1311B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,125,71.6612,30.25936
QRW2003,QRW2003B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,160,71.67539,30.2946
QRW2032,QRW2032B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,180,71.66795,30.29761
QRW2032,QRW2032C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,300,71.66795,30.29761
QRW3556,QRW3556A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,60,71.66854,30.29298
QRW3556,QRW3556B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,180,71.66854,30.29298
QRW3556,QRW3556C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,260,71.66854,30.29298
QRW2032,QRW2032A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,60,71.66795,30.29761
QRW0434,QRW0434A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,60,71.6848,30.3015
QRW0434,QRW0434B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,140,71.6848,30.3015
QRW0434,QRW0434C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,300,71.6848,30.3015
QRW2003,QRW2003C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,290,71.67539,30.2946
RUR1248,RUR1248C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,200,71.64493,30.33176
RUR1248,RUR1248A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,25,71.64493,30.33176
RUR1248,RUR1248B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,100,71.64493,30.33176
JHO6184,JHO6184B,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,200,71.6769,30.38341
JHO6184,JHO6184A,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,70,71.6769,30.38341
JHO6184,JHO6184C,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,290,71.6769,30.38341
HWY4770,HWY4770A,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,75,71.785,30.2657
HWY4770,HWY4770B,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,230,71.785,30.2657
HWY4770,HWY4770C,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,355,71.785,30.2657
RUR1234,RUR1234C,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,280,71.74483,30.21303
RUR4717,RUR4717A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,5,71.6491,30.2258
RUR4717,RUR4717B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,135,71.6491,30.2258
RUR4717,RUR4717C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_16_QadirPur Ran,ericsson,260,71.6491,30.2258
RUR1234,RUR1234B,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,180,71.74483,30.21303
RUR1234,RUR1234A,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,40,71.74483,30.21303
RUR0709,RUR0709A,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,65,71.72147,30.24587
RUR0709,RUR0709B,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,135,71.72147,30.24587
RUR0709,RUR0709C,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,250,71.72147,30.24587
HWY1462,HWY1462B,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,180,71.85988,30.16588
HWY1462,HWY1462C,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,295,71.85988,30.16588
HWY1462,HWY1462A,Phase-3,2G Only,On Air,-,P3_CL_16_QadirPur Ran,ericsson,90,71.85988,30.16588
FSD3085,FSD3085A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,60,73.07045,31.39511
FSD3085,FSD3085B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.07045,31.39511
FSD3085,FSD3085C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,300,73.07045,31.39511
FSD0300,FSD0300A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,60,73.067771,31.40652
FSD0300,FSD0300B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,200,73.067771,31.40652
FSD0300,FSD0300C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,300,73.067771,31.40652
FSD7452,FSD7452B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.07626,31.40609
FSD3300,FSD3300A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,60,73.07419444,31.40147222
FSD3300,FSD3300B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.07419444,31.40147222
FSD3300,FSD3300C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,300,73.07419444,31.40147222
FSD7452,FSD7452A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,80,73.07626,31.40609
FSD7452,FSD7452C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,300,73.07626,31.40609
FSD7643,FSD7643A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,60,73.07414,31.39699
FSD7643,FSD7643B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,160,73.07414,31.39699
FSD7643,FSD7643C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,300,73.07414,31.39699
FSD0414,FSD0414A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,50,73.06806,31.42045
FSD0414,FSD0414B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.06806,31.42045
FSD0414,FSD0414C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,300,73.06806,31.42045
FSD4693,FSD4693B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.073199,31.42399
FSD4693,FSD4693A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,70,73.073199,31.42399
FSD4693,FSD4693C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,260,73.073199,31.42399
FSD3204,FSD3204A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,60,73.07565,31.41947
FSD8093,FSD8093B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,275,73.07667,31.41864
FSD3204,FSD3204B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.07565,31.41947
FSD3204,FSD3204C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,265,73.07565,31.41947
FSD3245,FSD3245B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,315,73.07499,31.41749
FSD8189,FSD8189B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,305,73.07749,31.41984
FSD8185,FSD8185B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,225,73.07708,31.41676
FSD3245,FSD3245A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,125,73.07499,31.41749
FSD8185,FSD8185A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,40,73.07708,31.41676
FSD8093,FSD8093A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,75,73.07667,31.41864
FSD8189,FSD8189A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,125,73.07749,31.41984
FSD7901,FSD7901B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.08157,31.42096
FSD7901,FSD7901C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,260,73.08157,31.42096
FSD7901,FSD7901A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,50,73.08157,31.42096
FSD7343,FSD7343A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.08225,31.41814
FSD4205,FSD4205A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.080861,31.419414
FSD4205,FSD4205B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.080861,31.419414
FSD8188,FSD8188A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,30,73.081194,31.420638
FSD8188,FSD8188B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,225,73.081194,31.420638
FSD8186,FSD8186B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,305,73.08187,31.42083
FSD8186,FSD8186A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,120,73.08187,31.42083
FSD0786,FSD0786A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,60,73.0827,31.4191
FSD0786,FSD0786B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.0827,31.4191
FSD0786,FSD0786C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,300,73.0827,31.4191
FSD7343,FSD7343B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.08225,31.41814
FSD7882,FSD7882C,Phase-3,2G Only,On Air,-,P3_CL_17_ClockTower,ericsson,300,73.08336,31.42504
FSD7879,FSD7879C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.0799,31.42358
FSD7879,FSD7879A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.0799,31.42358
FSD7879,FSD7879B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.0799,31.42358
FSD7882,FSD7882B,Phase-3,2G Only,On Air,-,P3_CL_17_ClockTower,ericsson,180,73.08336,31.42504
FSD7882,FSD7882A,Phase-3,2G Only,On Air,-,P3_CL_17_ClockTower,ericsson,60,73.08336,31.42504
FSD0285,FSD0285C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,320,73.07886,31.42151
FSD8090,FSD8090B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,310,73.07977,31.42155
FSD8187,FSD8187B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,350,73.07883,31.42091
FSD0285,FSD0285B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.07886,31.42151
FSD8187,FSD8187A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.07883,31.42091
FSD0285,FSD0285A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,60,73.07886,31.42151
FSD4204,FSD4204A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.07962,31.4204
FSD4204,FSD4204B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.07962,31.4204
FSD8090,FSD8090A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,120,73.07977,31.42155
FSD0282,FSD0282A,Phase-3,#N/A,#N/A,#N/A,P3_CL_17_ClockTower,ericsson,180,73.08054,31.42052
FSD8190,FSD8190B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,310,73.08028,31.41778
FSD0413,FSD0413A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,70,73.0781,31.4167
FSD7345,FSD7345A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,165,73.07876,31.418
FSD7344,FSD7344B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,170,73.07961,31.41821
FSD2312,FSD2312B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.0797,31.41895
FSD0413,FSD0413B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.0781,31.4167
FSD0413,FSD0413C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,290,73.0781,31.4167
FSD7345,FSD7345B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,210,73.07876,31.418
FSD8092,FSD8092A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.07921,31.41655
FSD8092,FSD8092B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,170,73.07921,31.41655
FSD2312,FSD2312C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,320,73.0797,31.41895
FSD2312,FSD2312A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,80,73.0797,31.41895
FSD3277,FSD3277B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.08027,31.41801
FSD3277,FSD3277A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,0,73.08027,31.41801
FSD7344,FSD7344A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,115,73.07961,31.41821
FSD8153,FSD8153A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,95,73.08019,31.41891
FSD8190,FSD8190A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,130,73.08028,31.41778
FSD1676,FSD1676A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,60,73.07029,31.41021
FSD7646,FSD7646A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,40,73.07526,31.41332
FSD1676,FSD1676C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,300,73.07029,31.41021
FSD3293,FSD3293A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,50,73.07111,31.41397
FSD3293,FSD3293B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.07111,31.41397
FSD3293,FSD3293C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,300,73.07111,31.41397
FSD7646,FSD7646B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.07526,31.41332
FSD7646,FSD7646C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,300,73.07526,31.41332
FSD1676,FSD1676B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.07029,31.41021
FSD3292,FSD3292C,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,290,73.08023,31.41183
FSD3292,FSD3292A,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,40,73.08023,31.41183
FSD3292,FSD3292B,Phase-3,2G + 3G,On Air,On-air,P3_CL_17_ClockTower,ericsson,180,73.08023,31.41183
MIA8623,MIA8623A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,60,71.73442,30.0558
MIA8623,MIA8623B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,180,71.73442,30.0558
MIA8623,MIA8623C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,300,71.73442,30.0558
HWY3217,HWY3217A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,120,71.8178,30.0031
HWY3217,HWY3217B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,210,71.8178,30.0031
HWY3217,HWY3217C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,300,71.8178,30.0031
TSP8545,TSP8545A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,100,71.8821,29.9756
TSP8545,TSP8545C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,300,71.8821,29.9756
DUR8373,DUR8373B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,170,71.85387,29.91276
DUR8373,DUR8373A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,60,71.85387,29.91276
DUR8373,DUR8373C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,290,71.85387,29.91276
RUR1587,RUR1587A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,0,71.84486,29.86989
RUR1587,RUR1587C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,0,71.84486,29.86989
RUR1587,RUR1587B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,0,71.84486,29.86989
TSP4723,TSP4723A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,60,71.88694,29.98053
