site,cell,PHASE,technology,2G status,3G status,ZTE CLUSTER SEQUENCE,VENDOR,AZIMUTH,LAT,LONG
BRR5871,BRR5871D,Phase-1,2G,on air,#N/A,CL12_Khanpur Mahar,ZTE,45,27.94031,69.42059
BRR5875,BRR5875A,Phase-1,2G,on air,#N/A,CL12_Khanpur Mahar,ZTE,150,27.90738,69.45781
BRR5875,BRR5875B,Phase-1,2G,on air,#N/A,CL12_Khanpur Mahar,ZTE,240,27.90738,69.45781
BRR5875,BRR5875C,Phase-1,2G,on air,#N/A,CL12_Khanpur Mahar,ZTE,335,27.90738,69.45781
BRY5788,BRY5788A,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,60,26.88882,68.27979
BRY5788,BRY5788B,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,180,26.88882,68.27979
BRY5788,BRY5788C,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,300,26.88882,68.27979
BRY5846,BRY5846A,Phase-1,2G,on air,#N/A,CL14_Kandiaro,ZTE,5,26.90877778,68.19511111
BRY5846,BRY5846B,Phase-1,2G,on air,#N/A,CL14_Kandiaro,ZTE,115,26.90877778,68.19511111
BRY5846,BRY5846C,Phase-1,2G,on air,#N/A,CL14_Kandiaro,ZTE,235,26.90877778,68.19511111
BRY5847,BRY5847A,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,90,26.88744444,68.28363889
BRY5847,BRY5847B,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,190,26.88744444,68.28363889
BRY5847,BRY5847C,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,310,26.88744444,68.28363889
BRY5847,BRY5847D,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,100,26.88744444,68.28363889
BRY5847,BRY5847E,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,200,26.88744444,68.28363889
BRY5847,BRY5847F,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,320,26.88744444,68.28363889
BRY5848,BRY5848A,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,80,26.88602778,68.276
BRY5848,BRY5848B,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,190,26.88602778,68.276
BRY5848,BRY5848C,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,290,26.88602778,68.276
BRY5869,BRY5869A,Phase-1,2G,on air,#N/A,CL14_Kandiaro,ZTE,60,26.91147,68.1956
BRY5869,BRY5869B,Phase-1,2G,on air,#N/A,CL14_Kandiaro,ZTE,180,26.91147,68.1956
BRY5869,BRY5869C,Phase-1,2G,on air,#N/A,CL14_Kandiaro,ZTE,300,26.91147,68.1956
BRY6015,BRY6015A,Phase-1,2G,on air,#N/A,CL14_Kandiaro,ZTE,60,26.911,68.26369
BRY6015,BRY6015B,Phase-1,2G,on air,#N/A,CL14_Kandiaro,ZTE,150,26.911,68.26369
BRY6015,BRY6015C,Phase-1,2G,on air,#N/A,CL14_Kandiaro,ZTE,300,26.911,68.26369
BTN6754,BTN6754A,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,45,25.87254,68.34791
BTN6754,BTN6754B,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,180,25.87254,68.34791
BTN6754,BTN6754C,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,295,25.87254,68.34791
BTN6754,BTN6754D,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,55,25.87254,68.34791
BTN6754,BTN6754E,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,190,25.87254,68.34791
BTN6754,BTN6754F,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,305,25.87254,68.34791
BTN6755,BTN6755A,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,70,25.88383,68.36346
BTN6755,BTN6755B,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,210,25.88383,68.36346
BTN6755,BTN6755C,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,340,25.88383,68.36346
BTN6755,BTN6755D,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,80,25.88383,68.36346
BTN6755,BTN6755E,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,220,25.88383,68.36346
BTN6755,BTN6755F,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,350,25.88383,68.36346
BTN6756,BTN6756A,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,50,25.86312,68.36358
BTN6756,BTN6756B,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,180,25.86312,68.36358
BTN6756,BTN6756C,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,300,25.86312,68.36358
BTN6756,BTN6756D,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,60,25.86312,68.36358
BTN6756,BTN6756E,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,190,25.86312,68.36358
BTN6756,BTN6756F,Phase-1,2G,on air,#N/A,CL06_Sakrand,ZTE,310,25.86312,68.36358
BYA6191,BYA6191A,Phase-1,2G,on air,#N/A,CL10_Mehar,ZTE,60,27.03892,67.77791
BYA6191,BYA6191B,Phase-1,2G,on air,#N/A,CL10_Mehar,ZTE,180,27.03892,67.77791
BYA6191,BYA6191C,Phase-1,2G,on air,#N/A,CL10_Mehar,ZTE,300,27.03892,67.77791
BYA6192,BYA6192A,Phase-1,2G,on air,#N/A,CL10_Mehar,ZTE,60,27.11849,67.84113
BYA6192,BYA6192B,Phase-1,2G,on air,#N/A,CL10_Mehar,ZTE,180,27.11849,67.84113
BYA6192,BYA6192C,Phase-1,2G,on air,#N/A,CL10_Mehar,ZTE,300,27.11849,67.84113
BZD6677,BZD6677A,Phase-1,2G,on air,#N/A,CL15_Ranipur,ZTE,80,27.14675,68.56448
BZD6677,BZD6677B,Phase-1,2G,on air,#N/A,CL15_Ranipur,ZTE,200,27.14675,68.56448
BZD6677,BZD6677C,Phase-1,2G,on air,#N/A,CL15_Ranipur,ZTE,300,27.14675,68.56448
BZD6679,BZD6679A,Phase-1,2G,on air,#N/A,CL15_Ranipur,ZTE,60,27.18826,68.55449
BZD6679,BZD6679B,Phase-1,2G,on air,#N/A,CL15_Ranipur,ZTE,170,27.18826,68.55449
BZD6679,BZD6679C,Phase-1,2G,on air,#N/A,CL15_Ranipur,ZTE,300,27.18826,68.55449
BZD6679,BZD6679D,Phase-1,2G,on air,#N/A,CL15_Ranipur,ZTE,70,27.18826,68.55449
BZD6679,BZD6679F,Phase-1,2G,on air,#N/A,CL15_Ranipur,ZTE,310,27.18826,68.55449
CCN0068,CCN0068A,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,70,25.51502,69.76843
CCN0068,CCN0068B,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,190,25.51502,69.76843
CCN0068,CCN0068C,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,300,25.51502,69.76843
CCR8022,CCR8022A,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,20,25.11137,70.25803
CCR8022,CCR8022B,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,130,25.11137,70.25803
CCR8022,CCR8022C,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,280,25.11137,70.25803
CKH6749,CKH6749A,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,120,26.13424,68.80068
CKH6749,CKH6749B,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,190,26.13424,68.80068
CKH6749,CKH6749C,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,320,26.13424,68.80068
CKO5124,CKO5124A,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,60,27.11593,68.95755
CKO5124,CKO5124B,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,175,27.11593,68.95755
CKO5124,CKO5124C,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,285,27.11593,68.95755
CKO5124,CKO5124D,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,70,27.11593,68.95755
CKO5124,CKO5124E,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,185,27.11593,68.95755
CKO5124,CKO5124F,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,295,27.11593,68.95755
CKO5142,CKO5142A,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,30,27.14781,69.01637
CKO5142,CKO5142B,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,180,27.14781,69.01637
CKO5142,CKO5142C,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,300,27.14781,69.01637
CKO5142,CKO5142D,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,40,27.14781,69.01637
CKO5142,CKO5142E,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,190,27.14781,69.01637
CKO5142,CKO5142F,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,310,27.14781,69.01637
CKO6093,CKO6093A,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,45,27.16484,68.95923
CKO6093,CKO6093B,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,180,27.16484,68.95923
CKO6093,CKO6093C,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,315,27.16484,68.95923
CKO6093,CKO6093D,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,55,27.16484,68.95923
CKO6093,CKO6093E,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,190,27.16484,68.95923
CKO6093,CKO6093F,Phase-1,2G,on air,#N/A,CL08_Choondiko Link Rd,ZTE,325,27.16484,68.95923
CTR5909,CTR5909A,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,30,26.058,69.1948
CTR5909,CTR5909B,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,170,26.058,69.1948
CTR5909,CTR5909C,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,270,26.058,69.1948
CTR5909,CTR5909D,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,40,26.058,69.1948
CTR5909,CTR5909E,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,180,26.058,69.1948
CTR5909,CTR5909F,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,280,26.058,69.1948
CTR5953,CTR5953A,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,10,25.9937,69.20445
CTR5953,CTR5953B,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,160,25.9937,69.20445
CTR5953,CTR5953C,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,260,25.9937,69.20445
CTR5953,CTR5953D,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,20,25.9937,69.20445
CTR5953,CTR5953E,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,170,25.9937,69.20445
CTR5953,CTR5953F,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,270,25.9937,69.20445
CTR5958,CTR5958A,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,20,26.03895,69.12179
CTR5958,CTR5958B,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,220,26.03895,69.12179
CTR5958,CTR5958C,Phase-1,2G,on air,#N/A,CL02_Sanghar,ZTE,310,26.03895,69.12179
DDO0988,DDO0988A,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,70,26.24758,68.29724
DDO0988,DDO0988B,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,180,26.24758,68.29724
DDO0988,DDO0988C,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,270,26.24758,68.29724
DDO0988,DDO0988D,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,70,26.24758,68.29724
DDO0988,DDO0988E,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,0,26.24758,68.29724
DDO0988,DDO0988F,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,0,26.24758,68.29724
DDU5076,DDU5076A,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,50,26.72480556,67.77213889
DDU5076,DDU5076B,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,180,26.72480556,67.77213889
DDU5076,DDU5076C,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,300,26.72480556,67.77213889
DDU5447,DDU5447A,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,80,26.73261,67.78261
DDU5447,DDU5447B,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,180,26.73261,67.78261
DDU5447,DDU5447C,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,300,26.73261,67.78261
DDU5447,DDU5447D,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,90,26.73261,67.78261
DDU5447,DDU5447E,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,190,26.73261,67.78261
DDU5447,DDU5447F,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,310,26.73261,67.78261
DDU5763,DDU5763A,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,30,26.7287,67.77732
DDU5763,DDU5763B,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,180,26.7287,67.77732
DDU5763,DDU5763C,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,310,26.7287,67.77732
DDU5764,DDU5764A,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,60,26.7256,67.7825
DDU5764,DDU5764B,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,180,26.7256,67.7825
DDU5764,DDU5764C,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,310,26.7256,67.7825
DDU5955,DDU5955A,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,50,26.7213,67.77657
DDU5955,DDU5955B,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,180,26.7213,67.77657
DDU5955,DDU5955C,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,310,26.7213,67.77657
DDU6261,DDU6261A,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,60,26.72922,67.76148
DDU6261,DDU6261B,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,180,26.72922,67.76148
DDU6261,DDU6261C,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,300,26.72922,67.76148
DDU6261,DDU6261E,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,190,26.72922,67.76148
DDU6899,DDU6899A,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,60,26.733,67.77
DDU6899,DDU6899B,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,180,26.733,67.77
DDU6899,DDU6899C,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,300,26.733,67.77
DDU7797,DDU7797A,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,60,26.73324,67.79592
DDU7797,DDU7797B,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,180,26.73324,67.79592
DDU7797,DDU7797C,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,290,26.73324,67.79592
DDU7797,DDU7797D,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,70,26.73324,67.79592
DDU7797,DDU7797E,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,190,26.73324,67.79592
DDU7797,DDU7797F,Phase-1,2G,on air,#N/A,CL09_Dadu,ZTE,300,26.73324,67.79592
DEP6641,DEP6641A,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,50,26.86461,67.98034
DEP6641,DEP6641B,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,170,26.86461,67.98034
DEP6641,DEP6641C,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,290,26.86461,67.98034
DEP6641,DEP6641D,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,60,26.86461,67.98034
DEP6641,DEP6641E,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,180,26.86461,67.98034
DEP6642,DEP6642A,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,80,26.91065,68.03443
DEP6642,DEP6642B,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,160,26.91065,68.03443
DEP6642,DEP6642C,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,290,26.91065,68.03443
DEP6642,DEP6642D,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,0,26.91065,68.03443
DEP6642,DEP6642E,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,0,26.91065,68.03443
DEP6642,DEP6642F,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,0,26.91065,68.03443
DEP6643,DEP6643A,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,40,26.79093,67.98972
DEP6643,DEP6643B,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,140,26.79093,67.98972
DEP6643,DEP6643C,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,270,26.79093,67.98972
DEP6643,DEP6643D,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,50,26.79093,67.98972
DEP6643,DEP6643E,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,150,26.79093,67.98972
DEP6643,DEP6643F,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,280,26.79093,67.98972
DEP6768,DEP6768A,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,90,26.87685,68.0083
DEP6768,DEP6768B,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,200,26.87685,68.0083
DEP6768,DEP6768C,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,340,26.87685,68.0083
DEP6900,DEP6900A,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,0,26.79388,67.97087
DEP6900,DEP6900B,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,90,26.79388,67.97087
DEP6900,DEP6900C,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,200,26.79388,67.97087
DEP7897,DEP7897A,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,60,26.79126,67.94578
DEP7897,DEP7897B,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,180,26.79126,67.94578
DEP7897,DEP7897C,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,300,26.79126,67.94578
DEP7897,DEP7897D,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,0,26.79126,67.94578
DEP7897,DEP7897E,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,0,26.79126,67.94578
DEP7897,DEP7897F,Phase-1,2G,on air,#N/A,CL13_Naushero Feroz,ZTE,0,26.79126,67.94578
DGM6100,DGM6100A,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,80,27.84826,68.12527
DGM6100,DGM6100B,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,210,27.84826,68.12527
DGM6100,DGM6100C,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,340,27.84826,68.12527
DGM6100,DGM6100D,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,0,27.84826,68.12527
DGM6100,DGM6100F,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,0,27.84826,68.12527
DHA6648,DHA6648A,Phase-1,2G,on air,#N/A,CL12_Khanpur Mahar,ZTE,55,27.98794,69.62808
DHA6648,DHA6648B,Phase-1,2G,on air,#N/A,CL12_Khanpur Mahar,ZTE,200,27.98794,69.62808
DHA6648,DHA6648C,Phase-1,2G,on air,#N/A,CL12_Khanpur Mahar,ZTE,300,27.98794,69.62808
DHA6649,DHA6649A,Phase-1,2G,on air,#N/A,CL12_Khanpur Mahar,ZTE,130,27.95653,69.6561
DHA6649,DHA6649B,Phase-1,2G,on air,#N/A,CL12_Khanpur Mahar,ZTE,200,27.95653,69.6561
DHA6649,DHA6649C,Phase-1,2G,on air,#N/A,CL12_Khanpur Mahar,ZTE,320,27.95653,69.6561
DKM5844,DKM5844A,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,20,26.65198,68.16927
DKM5844,DKM5844B,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,180,26.65198,68.16927
DKM5844,DKM5844C,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,330,26.65198,68.16927
DKM5844,DKM5844D,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,30,26.65198,68.16927
DKM5844,DKM5844E,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,190,26.65198,68.16927
DKM5844,DKM5844F,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,340,26.65198,68.16927
DKM5845,DKM5845A,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,0,26.69164,68.17576
DKM5845,DKM5845B,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,120,26.69164,68.17576
DKM5845,DKM5845C,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,250,26.69164,68.17576
DKM5845,DKM5845E,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,130,26.69164,68.17576
DKM5845,DKM5845F,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,260,26.69164,68.17576
DNO5721,DNO5721A,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,90,25.50302,69.56536
DNO5721,DNO5721B,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,160,25.50302,69.56536
DNO5721,DNO5721C,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,300,25.50302,69.56536
DNO5721,DNO5721D,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,100,25.50302,69.56536
DNO5721,DNO5721E,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,170,25.50302,69.56536
DNO5721,DNO5721F,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,310,25.50302,69.56536
DOK6186,DOK6186A,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,20,27.37591,68.09724
DOK6186,DOK6186B,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,190,27.37591,68.09724
DOK6186,DOK6186C,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,290,27.37591,68.09724
DOK6186,DOK6186E,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,200,27.37591,68.09724
DOK6186,DOK6186F,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,300,27.37591,68.09724
DOK6187,DOK6187A,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,50,27.36836,68.11674
DOK6187,DOK6187B,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,160,27.36836,68.11674
DOK6187,DOK6187C,Phase-1,2G,on air,#N/A,CL11_Shahdadkot,ZTE,285,27.36836,68.11674
DOR6140,DOR6140A,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,90,26.45675,68.3049
DOR6140,DOR6140B,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,250,26.45675,68.3049
DOR6140,DOR6140C,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,350,26.45675,68.3049
DOR6141,DOR6141A,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,75,26.45467,68.31468
DOR6141,DOR6141B,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,190,26.45467,68.31468
DOR6141,DOR6141C,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,310,26.45467,68.31468
DOR6141,DOR6141D,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,85,26.45467,68.31468
DOR6141,DOR6141E,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,170,26.45467,68.31468
DOR6141,DOR6141F,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,320,26.45467,68.31468
DOR6166,DOR6166A,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,60,26.45845,68.32299
DOR6166,DOR6166B,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,145,26.45845,68.32299
DOR6166,DOR6166C,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,280,26.45845,68.32299
DOR6166,DOR6166D,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,70,26.45845,68.32299
DOR6166,DOR6166E,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,155,26.45845,68.32299
DOR6166,DOR6166F,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,290,26.45845,68.32299
DOR7779,DOR7779A,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,50,26.46053,68.31675
DOR7779,DOR7779B,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,200,26.46053,68.31675
DOR7779,DOR7779C,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,280,26.46053,68.31675
DOR7800,DOR7800A,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,70,26.45657,68.31794
DOR7800,DOR7800B,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,150,26.45657,68.31794
DOR7800,DOR7800C,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,285,26.45657,68.31794
DPO8023,DPO8023A,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,150,24.46758,69.58214
DPO8023,DPO8023B,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,240,24.46758,69.58214
DPO8023,DPO8023C,Phase-1,2G,on air,#N/A,CL01_Umerkot-Thar,ZTE,350,24.46758,69.58214
DTP0448,DTP0448A,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,10,26.493267,67.97719
DTP0448,DTP0448B,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,120,26.493267,67.97719
DTP0448,DTP0448C,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,240,26.493267,67.97719
DTP0448,DTP0448D,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,20,26.493267,67.97719
DTP0448,DTP0448E,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,130,26.493267,67.97719
DTP0448,DTP0448F,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,250,26.493267,67.97719
DTP6123,DTP6123A,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,15,26.58415,67.97793
DTP6123,DTP6123B,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,130,26.58415,67.97793
DTP6123,DTP6123C,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,240,26.58415,67.97793
DTP6123,DTP6123D,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,25,26.58415,67.97793
DTP6123,DTP6123E,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,140,26.58415,67.97793
DTP6123,DTP6123F,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,250,26.58415,67.97793
DTP7894,DTP7894A,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,60,26.50315,67.97079
DTP7894,DTP7894B,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,190,26.50315,67.97079
DTP7894,DTP7894C,Phase-1,2G,on air,#N/A,CL07_Moro,ZTE,290,26.50315,67.97079
